NUM     DATE      ADV      DEC    UNCHG   ADVVOL       DECVOL
00952 960306 1140.000 1187.000  781.000 17581.000      20794        0
00953 960307 1139.000 1161.000  816.000 19415.000      18340        0
00954 960308  173.000 2688.000  305.000 19415.000      48227        0
00955 960311 1588.000  907.000  636.000 27023.000      13326        0
00956 960312  932.000 1480.000  701.000 16616.000      23814        0
00957 960313 1536.000  884.000  706.000 23876.000      12307        0
00958 960314 1449.000  929.000  737.000 28365.000      16557        0
00959 960315 1111.000 1249.000  772.000 24756.000      23174        0
00960 960318 1140.000 1187.000  781.000 17581.000      20794        0
00961 960319 1295.000 1090.000  731.000 19064.000      19684        0
00962 960320 1153.000 1202.000  748.000 16296.000      20623        0
00963 960321 1237.000 1134.000  753.000 15502.000      16260        0
00964 960322 1328.000  966.000  831.000 15869.000      12314        0
00965 960325 1174.000 1191.000  745.000 14113.000      15160        0
00966 960326 1235.000 1116.000  768.000 19863.000      15670        0
00967 960327 1049.000 1278.000  787.000 18194.000      18137        0
00968 960328 1053.000 1272.000  781.000 16984.000      14922        0
00969 960329 1340.000 1062.000  728.000 15898.000      21443        0
00970 960401 1468.000  928.000  717.000 23062.000      12332        0
00971 960402 1263.000 1098.000  772.000 19170.000      16686        0
00972 960403 1092.000 1200.000  821.000 18506.000      16002        0
00973 960404 1066.000 1201.000  823.000 20030.000      13433        0
00974 960408  323.000 2369.000  437.000 7591.000      31620        0
00975 960409 1412.000  983.000  737.000 21185.000      16837        0
00976 960410  852.000 1599.000  680.000 15903.000      27640        0
00977 960411  872.000 1529.000  737.000 19203.000      28584        0
00978 960412 1591.000  804.000  725.000 25982.000      11738        0
00979 960415 1697.000  748.000  711.000 23415.000       8450        0
00980 960416 13350.000 10330.000 7630.000 245980.000      15832        0
00981 960417 9800.000 13560.000 8260.000 163130.000      23716        0
00982 960418 1310.000  979.000  870.000 23304.000      13225        0
00983 960419 1390.000  915.000  817.000 21636.000      15043        0
00984 960422 1473.000  923.000  747.000 22284.000      12933        0
00985 960423 1334.000 1055.000  736.000 27234.000      13691        0
00986 960424 1164.000 1225.000  769.000 23183.000      21399        0
00987 960425 1283.000 1041.000  828.000 25623.000      14720        0
00988 960426 1387.000  959.000  776.000 19350.000      14878        0
00989 960429 1097.000 1260.000  790.000 15200.000      15246        0
00990 960430 1178.000 1202.000  760.000 17270.000      16396        0
00991 960501 1301.000 1044.000  799.000 22740.000      12136        0
00992 960502  561.000 2013.000  581.000 32997.000      44105        0
00993 960503 1094.000 1179.000  846.000 18107.000      19560        0
00994 960506 1046.000 1283.000  802.000 14612.000      18454        0
00995 960507 1025.000 1339.000  785.000 14717.000      21706        0
00996 960508 1207.000 1148.000  786.000 28419.000      14708        0
00997 960509 1336.000  992.000  804.000 20710.000      15579        0
00998 960510 1712.000  717.000  726.000 30138.000       9483        0
00999 960513 1689.000  721.000  737.000 28856.000       6928        0
01000 960514 1566.000  879.000  730.000 27729.000      13359        0
01001 960515 1232.000 1159.000  765.000 21562.000      18406        0
01002 960516 1074.000 1296.000  781.000 17315.000      17423        0
01003 960517 1469.000  869.000  800.000 27133.000      11842        0
01004 960520 1318.000 1034.000  816.000 22627.000      11561        0
01005 960521 1162.000 1211.000  800.000 17521.000      18794        0
01006 960522 1309.000 1037.000  813.000 26177.000      12182        0
01007 960523  997.000 1349.000  827.000 14646.000      23398        0
01008 960524 1186.000 1084.000  860.000 15782.000      13010        0
01009 960528  814.000 1575.000  791.000 8836.000      21339        0
01010 960529  852.000 1535.000  782.000 10574.000      20281        0
01011 960530 1358.000  993.000  822.000 21400.000      11665        0
01012 960531 1090.000 1275.000  793.000 13041.000      17504        0
01013 960603 1007.000 1323.000  823.000 12072.000      15854        0
01014 960604 1448.000  909.000  787.000 23396.000      10940        0
01015 960605 1410.000  959.000  803.000 22801.000      10715        0
01016 960606 1021.000 1391.000  745.000 14936.000      27859        0
01017 960607  669.000 1816.000  659.000 15605.000      23598        0
01018 960610 1121.000 1244.000  788.000 13580.000      13770        0
01019 960611 1147.000 1213.000  851.000 16081.000      17866        0
01020 960612 1116.000 1202.000  837.000 18610.000      16206        0
01021 960613  962.000 1362.000  828.000 14798.000      17374        0
01022 960614 1007.000 1325.000  786.000 14491.000      19448        0
01023 960617 1095.000 1216.000  826.000 11494.000      14532        0
01024 960618 1108.000 1254.000  819.000 13161.000      19234        0
01025 960619  969.000 1374.000  819.000 15069.000      17199        0
01026 960620  876.000 1460.000  808.000 17137.000      21883        0
01027 960621 1328.000  996.000  811.000 31564.000      14395        0
01028 960624 1348.000 1019.000  811.000 17751.000      10685        0
01029 960625 1099.000 1311.000  768.000 15199.000      18845        0
01030 960626  940.000 1495.000  736.000 10502.000      23978        0
01031 960627 1324.000 1037.000  797.000 22892.000      13229        0
01032 960628 1826.000  743.000  620.000 28143.000      13519        0
01033 960701 1409.000 1056.000  710.000 21873.000       9315        0
01034 960702 1231.000 1120.000  836.000 15621.000      18326        0
01035 960703 1098.000 1200.000  867.000 12242.000      16739        0
01036 960705  315.000 2104.000  565.000 1515.000      15870        0
01037 960708  753.000 1732.000  672.000 8845.000      24849        0
01038 960709 1376.000 1036.000  774.000 19623.000      13384        0
01039 960710 1040.000 1406.000  740.000 16162.000      21159        0
01040 960711  531.000 2020.000  642.000 6583.000      41748        0
01041 960712 1211.000 1184.000  757.000 18448.000      17326        0
01042 960715  440.000 2149.000  587.000 3393.000      36952        0
01043 960716  701.000 1884.000  618.000 20164.000      42646        0
01044 960717 1783.000  736.000  667.000 32403.000      14525        0
01045 960718 1872.000  651.000  653.000 34599.000       9089        0
01046 960719  989.000 1403.000  753.000 11483.000      24057        0
01047 960722  649.000 1770.000  738.000 6162.000      22710        0
01048 960723  709.000 1696.000  770.000 11111.000      27115        0
01049 960724  680.000 1816.000  689.000 16810.000      25126        0
01050 960725 1549.000  814.000  785.000 22579.000      10754        0
01051 960726 1556.000  805.000  788.000 22595.000       8865        0
01052 960729  905.000 1465.000  787.000 8218.000      17005        0
01053 960730 1384.000 1021.000  767.000 19166.000      10805        0
01054 960731 1565.000  889.000  708.000 22743.000      13746        0
01055 960801 1985.000  550.000  662.000 33819.000       6529        0
01056 960802 2105.000  539.000  578.000 35527.000       5080        0
01057 960805 1170.000 1219.000  797.000 12155.000      13640        0
01058 960806 1270.000 1152.000  800.000 17330.000      12913        0
01059 960807 1415.000  981.000  790.000 21354.000      13341        0
01060 960808 1141.000 1138.000  901.000 15984.000      13562        0
01061 960809 1262.000 1048.000  851.000 14391.000      13799        0
01062 960812 1270.000 1061.000  838.000 16608.000      10448        0
01063 960813  852.000 1506.000  831.000 8162.000      22093        0
01064 960814 1460.000  904.000  824.000 20742.000       8707        0
01065 960815 1293.000 1048.000  852.000 15762.000      11658        0
01066 960816 1577.000  777.000  818.000 18911.000      10441        0
01067 960819 1266.000 1064.000  849.000 16040.000       9340        0
01068 960820 1261.000 1085.000  855.000 16152.000      12960        0
01069 960821 1077.000 1255.000  875.000 15519.000      14654        0
01070 960822 1500.000  865.000  826.000 22895.000       8481        0
01071 960823 1013.000 1285.000  888.000 10762.000      15895        0
01072 960826  899.000 1359.000  921.000 9479.000      14362        0
01073 960827 1436.000  896.000  872.000 17103.000       8565        0
01074 960828 1309.000 1023.000  853.000 13464.000      11707        0
01075 960829  760.000 1645.000  794.000 7441.000      21740        0
01076 960830  829.000 1457.000  864.000 6287.000      16303        0
01077 960903 1027.000 1395.000  761.000 14588.000      15184        0
01078 960904 1379.000  947.000  857.000 18334.000      12743        0
01079 960905  776.000 1617.000  783.000 7578.000      25179        0
01080 960906 1652.000  705.000  837.000 24003.000       7423        0
01081 960909 1542.000  861.000  812.000 22400.000       5915        0
01082 960910 1189.000 1167.000  851.000 16482.000      16327        0
01083 960911 1268.000 1052.000  888.000 20345.000      11493        0
01084 960912 1489.000  883.000  846.000 23867.000      11063        0
01085 960913 1729.000  735.000  776.000 34305.000       9959        0
01086 960916 1416.000 1002.000  800.000 25978.000      11991        0
01087 960917  999.000 1462.000  780.000 19842.000      19054        0
01088 960918  999.000 1365.000  860.000 15520.000      19718        0
01089 960919 1114.000 1266.000  851.000 20956.000      14723        0
01090 960920 1429.000  909.000  869.000 30549.000      14415        0
01091 960923  869.000 1456.000  875.000 11689.000      13643        0
01092 960924 1238.000 1081.000  905.000 20179.000      18826        0
01093 960925 1312.000 1078.000  840.000 23087.000      17955        0
01094 960926 1411.000 1012.000  812.000 24748.000      20460        0
01095 960927 1293.000 1033.000  901.000 19872.000      16887        0
01096 960930 1356.000 1069.000  836.000 20440.000      13403        0
01097 961001 1318.000 1106.000  818.000 20110.000      17304        0
01098 961002 1651.000  771.000  822.000 27590.000      11578        0
01099 961003 1133.000 1266.000  860.000 15500.000      17452        0
01100 961004 1803.000  726.000  714.000 30386.000      10664        0
01101 961007 1145.000 1230.000  876.000 18746.000      14406        0
01102 961008 1032.000 1393.000  831.000 17547.000      22051        0
01103 961009  878.000 1470.000  902.000 12713.000      23389        0
01104 961010 1093.000 1261.000  888.000 17480.000      17257        0
01105 961011 1475.000  853.000  904.000 23660.000      11422        0
01106 961014 1203.000 1092.000  945.000 17573.000      11081        0
01107 961015 1094.000 1316.000  841.000 18771.000      21456        0
01108 961016 1167.000 1233.000  858.000 21211.000      18915        0
01109 961017 1428.000  962.000  874.000 26739.000      17261        0
01110 961018 1340.000 1053.000  847.000 24530.000      17643        0
01111 961021 1102.000 1340.000  833.000 18182.000      19613        0
01112 961022  915.000 1541.000  828.000 13206.000      22742        0
01113 961023 1080.000 1285.000  888.000 19168.000      19173        0
01114 961024 1118.000 1236.000  900.000 14264.000      22595        0
01115 961025 1188.000 1178.000  893.000 16695.000      15813        0
01116 961028  894.000 1534.000  829.000 11702.000      22441        0
01117 961029 1307.000 1178.000  789.000 23609.000      16109        0
01118 961030 1201.000 1179.000  889.000 20436.000      18809        0
01119 961031 1485.000  974.000  831.000 24348.000      16590        0
01120 961101 1163.000 1225.000  879.000 18816.000      22410        0
01121 961104 1337.000 1075.000  868.000 19795.000      14864        0
01122 961105 1483.000  954.000  837.000 31463.000      12094        0
01123 961106 1731.000  788.000  772.000 36450.000       9657        0
01124 961107 1420.000 1084.000  790.000 26018.000      18411        0
01125 961108 1329.000 1088.000  909.000 21975.000      13223        0
01126 961111 1391.000 1003.000  875.000 18443.000      12506        0
01127 961112 1355.000 1118.000  840.000 21676.000      19995        0
01128 961113 1308.000 1132.000  859.000 20602.000      17552        0
01129 961114 1496.000  990.000  841.000 29323.000      14231        0
01130 961115 1278.000 1206.000  832.000 26703.000      20528        0
01131 961118 1174.000 1219.000  915.000 18334.000      15681        0
01132 961119 1442.000 1046.000  843.000 25302.000      15119        0
01133 961120 1388.000 1073.000  858.000 25625.000      18785        0
01134 961121 1207.000 1216.000  894.000 17843.000      23762        0
01135 961122 1540.000  971.000  817.000 32594.000      14605        0
01136 961125 1657.000  906.000  787.000 29082.000      12568        0
01137 961126 1154.000 1378.000  818.000 21041.000      25448        0
01138 961127 1343.000 1136.000  846.000 18809.000      14728        0
01139 961129 1305.000  934.000  915.000 8113.000        496        0
01140 961202 1279.000 1235.000  811.000 19175.000      17948        0
01141 961203 1296.000 1220.000  818.000 18469.000      27308        0
01142 961204 1079.000 1458.000  776.000 19900.000      24424        0
01143 961205 1233.000 1288.000  816.000 21788.000      21380        0
01144 961206  572.000 2080.000  678.000 14240.000      31388        0
01145 961209 1953.000  639.000  751.000 27295.000       7212        0
01146 961210 1410.000 1155.000  787.000 18264.000      21275        0
01147 961211  526.000 2154.000  660.000 9920.000      35772        0
01148 961212  911.000 1644.000  771.000 13055.000      30840        0
01149 961213 1052.000 1450.000  810.000 18903.000      22065        0
01150 961216  891.000 1677.000  778.000 12039.000      28160        0
01151 961217 1264.000 1275.000  812.000 24844.000      20431        0
01152 961218 1610.000  951.000  803.000 30667.000      13974        0
01153 961219 1844.000  778.000  728.000 35828.000      11085        0
01154 961220 1616.000  972.000  783.000 35219.000      22778        0
01155 961223 1129.000 1392.000  808.000 11900.000      17108        0
01156 961224 1309.000  940.000  961.000 8857.000       4533        0
01157 961226 1616.000  854.000  846.000 15039.000       6591        0
01158 961227 1559.000  899.000  848.000 13141.000       8416        0
01159 961230 1406.000 1110.000  840.000 15539.000      14000        0
01160 961231 1297.000 1234.000  816.000 14429.000      21037        0
